id,record_property_id,file_name,content_type,file_size,file_updated_at,identifier
18519,36258,20090109105338823.hkitagawa.png,image/png,496,2013-02-15 18:20:22.214328,20090109105338823.hkitagawa
18520,36259,20090109105509842.hkitagawa.png,image/png,493,2013-02-15 18:20:23.64928,20090109105509842.hkitagawa
18521,36260,20090109105525865.hkitagawa.png,image/png,492,2013-02-15 18:20:24.977968,20090109105525865.hkitagawa
18522,36261,20090109105546884.hkitagawa.png,image/png,503,2013-02-15 18:20:27.013589,20090109105546884.hkitagawa
18523,36262,20090109105604906.hkitagawa.png,image/png,492,2013-02-15 18:20:28.182806,20090109105604906.hkitagawa
18524,36263,20090109105620925.hkitagawa.png,image/png,491,2013-02-15 18:20:29.3001,20090109105620925.hkitagawa
18525,36264,20090109105638948.hkitagawa.png,image/png,493,2013-02-15 18:20:30.458173,20090109105638948.hkitagawa
18526,36265,20090109105654967.hkitagawa.png,image/png,504,2013-02-15 18:20:31.576168,20090109105654967.hkitagawa
18527,36266,20090109105711990.hkitagawa.png,image/png,495,2013-02-15 18:20:32.563413,20090109105711990.hkitagawa
18528,36267,20090109105726009.hkitagawa.png,image/png,490,2013-02-15 18:20:33.720002,20090109105726009.hkitagawa
18529,36268,20090109105742110.hkitagawa.png,image/png,497,2013-02-15 18:20:34.899419,20090109105742110.hkitagawa
18530,36269,20090109105801131.hkitagawa.png,image/png,496,2013-02-15 18:20:35.903183,20090109105801131.hkitagawa
18531,36270,20090109105816151.hkitagawa.png,image/png,498,2013-02-15 18:20:36.992449,20090109105816151.hkitagawa
18532,36271,20090109105830173.hkitagawa.png,image/png,494,2013-02-15 18:20:38.057202,20090109105830173.hkitagawa
18533,36272,20090109105843192.hkitagawa.png,image/png,499,2013-02-15 18:20:39.092328,20090109105843192.hkitagawa
18534,36273,20090109105855215.hkitagawa.png,image/png,490,2013-02-15 18:20:40.16941,20090109105855215.hkitagawa
18535,36274,20090109105909234.hkitagawa.png,image/png,498,2013-02-15 18:20:41.290476,20090109105909234.hkitagawa
18536,36275,20090109105921256.hkitagawa.png,image/png,490,2013-02-15 18:20:42.386986,20090109105921256.hkitagawa
18537,36276,20090109105937276.hkitagawa.png,image/png,492,2013-02-15 18:20:43.45549,20090109105937276.hkitagawa
18538,36277,20090109105950298.hkitagawa.png,image/png,496,2013-02-15 18:20:44.604236,20090109105950298.hkitagawa
18539,36278,20090109110005317.hkitagawa.png,image/png,497,2013-02-15 18:20:45.666058,20090109110005317.hkitagawa
18540,36279,20090109110036340.hkitagawa.png,image/png,493,2013-02-15 18:20:47.127916,20090109110036340.hkitagawa
18541,36280,20090109110049359.hkitagawa.png,image/png,494,2013-02-15 18:20:48.410017,20090109110049359.hkitagawa
18542,36281,20090109110108381.hkitagawa.png,image/png,490,2013-02-15 18:20:49.438935,20090109110108381.hkitagawa
18544,36286,20090109133324423.hkitagawa.png,image/png,495,2013-02-15 18:20:50.492081,20090109133324423.hkitagawa
18545,36287,20090109133345442.hkitagawa.png,image/png,491,2013-02-15 18:20:51.865864,20090109133345442.hkitagawa
18546,36288,20090109133401465.hkitagawa.png,image/png,498,2013-02-15 18:20:54.734112,20090109133401465.hkitagawa
18547,36289,20090109133416484.hkitagawa.png,image/png,494,2013-02-15 18:20:56.473413,20090109133416484.hkitagawa
18548,36290,20090109133428506.hkitagawa.png,image/png,493,2013-02-15 18:20:57.513709,20090109133428506.hkitagawa
18549,36291,20090109133440526.hkitagawa.png,image/png,497,2013-02-15 18:20:58.679491,20090109133440526.hkitagawa
18550,36292,20090109133453548.hkitagawa.png,image/png,492,2013-02-15 18:20:59.742074,20090109133453548.hkitagawa
18551,36293,20090109133506567.hkitagawa.png,image/png,494,2013-02-15 18:21:01.714813,20090109133506567.hkitagawa
18552,36294,20090109133518590.hkitagawa.png,image/png,494,2013-02-15 18:21:02.746185,20090109133518590.hkitagawa
18553,36295,20090109133530609.hkitagawa.png,image/png,496,2013-02-15 18:21:03.719963,20090109133530609.hkitagawa
18554,36296,20090109133542631.hkitagawa.png,image/png,497,2013-02-15 18:21:04.885367,20090109133542631.hkitagawa
18555,36297,20090109133555651.hkitagawa.png,image/png,489,2013-02-15 18:21:05.861005,20090109133555651.hkitagawa
18556,36298,20090109133608673.hkitagawa.png,image/png,492,2013-02-15 18:21:06.914917,20090109133608673.hkitagawa
18557,36299,20090109133621692.hkitagawa.png,image/png,493,2013-02-15 18:21:07.894003,20090109133621692.hkitagawa
18558,36300,20090109133634715.hkitagawa.png,image/png,494,2013-02-15 18:21:09.000892,20090109133634715.hkitagawa
18559,36301,20090109133649734.hkitagawa.png,image/png,494,2013-02-15 18:21:10.016384,20090109133649734.hkitagawa
18560,36302,20090109133705757.hkitagawa.png,image/png,492,2013-02-15 18:21:11.075392,20090109133705757.hkitagawa
18561,36303,20090109133720776.hkitagawa.png,image/png,497,2013-02-15 18:21:12.13135,20090109133720776.hkitagawa
18562,36304,20090109133735798.hkitagawa.png,image/png,485,2013-02-15 18:21:13.272022,20090109133735798.hkitagawa
18563,36305,20090109133748817.hkitagawa.png,image/png,495,2013-02-15 18:21:14.387959,20090109133748817.hkitagawa
18564,36306,20090109133804840.hkitagawa.png,image/png,489,2013-02-15 18:21:15.625955,20090109133804840.hkitagawa
18565,36307,20090109133817859.hkitagawa.png,image/png,497,2013-02-15 18:21:16.744175,20090109133817859.hkitagawa
18566,36308,20090109133832882.hkitagawa.png,image/png,495,2013-02-15 18:21:17.929655,20090109133832882.hkitagawa
18567,36309,20090109133849901.hkitagawa.png,image/png,498,2013-02-15 18:21:19.053123,20090109133849901.hkitagawa
18568,36310,20090109133903040.hkitagawa.png,image/png,493,2013-02-15 18:21:20.272843,20090109133903040.hkitagawa
18569,36311,20090109133919073.hkitagawa.png,image/png,489,2013-02-15 18:21:21.262369,20090109133919073.hkitagawa
18570,36312,20090109133932101.hkitagawa.png,image/png,500,2013-02-15 18:21:22.428173,20090109133932101.hkitagawa
18571,36313,20090109133947123.hkitagawa.png,image/png,498,2013-02-15 18:21:23.533061,20090109133947123.hkitagawa
18572,36314,20090109134003142.hkitagawa.png,image/png,493,2013-02-15 18:21:24.549634,20090109134003142.hkitagawa
18573,36315,20090109134018165.hkitagawa.png,image/png,492,2013-02-15 18:21:25.822066,20090109134018165.hkitagawa
18574,36316,20090109134033184.hkitagawa.png,image/png,494,2013-02-15 18:21:27.021081,20090109134033184.hkitagawa
18575,36317,20090109134047206.hkitagawa.png,image/png,495,2013-02-15 18:21:28.0613,20090109134047206.hkitagawa
18576,36318,20090109134102226.hkitagawa.png,image/png,493,2013-02-15 18:21:29.222657,20090109134102226.hkitagawa
18577,36319,20090109134115248.hkitagawa.png,image/png,494,2013-02-15 18:21:31.010518,20090109134115248.hkitagawa
18578,36320,20090109134130267.hkitagawa.png,image/png,500,2013-02-15 18:21:32.157165,20090109134130267.hkitagawa
18579,36321,20090109134145290.hkitagawa.png,image/png,495,2013-02-15 18:21:33.278829,20090109134145290.hkitagawa
18580,36322,20090109134157309.hkitagawa.png,image/png,493,2013-02-15 18:21:34.239393,20090109134157309.hkitagawa
18581,36323,20090109134211332.hkitagawa.png,image/png,492,2013-02-15 18:21:37.333239,20090109134211332.hkitagawa
18582,36324,20090109134225434.hkitagawa.png,image/png,494,2013-02-15 18:21:38.413301,20090109134225434.hkitagawa
18583,36325,20090109134238457.hkitagawa.png,image/png,500,2013-02-15 18:21:39.402324,20090109134238457.hkitagawa
18584,36326,20090109134253476.hkitagawa.png,image/png,491,2013-02-15 18:21:40.539217,20090109134253476.hkitagawa
18585,36327,20090109134305498.hkitagawa.png,image/png,496,2013-02-15 18:21:41.573009,20090109134305498.hkitagawa
18586,36328,20090109134320517.hkitagawa.png,image/png,491,2013-02-15 18:21:42.570277,20090109134320517.hkitagawa
18587,36329,20090109134335540.hkitagawa.png,image/png,490,2013-02-15 18:21:43.726032,20090109134335540.hkitagawa
18588,36330,20090109134350559.hkitagawa.png,image/png,493,2013-02-15 18:21:44.749772,20090109134350559.hkitagawa
18589,36331,20090109134409582.hkitagawa.png,image/png,497,2013-02-15 18:21:45.836618,20090109134409582.hkitagawa
18590,36332,20090109134427601.hkitagawa.png,image/png,491,2013-02-15 18:21:47.020621,20090109134427601.hkitagawa
18591,36333,20090109134445623.hkitagawa.png,image/png,495,2013-02-15 18:21:48.127173,20090109134445623.hkitagawa
18592,36334,20090109134459643.hkitagawa.png,image/png,493,2013-02-15 18:21:49.11579,20090109134459643.hkitagawa
18593,36335,20090109134536665.hkitagawa.png,image/png,494,2013-02-15 18:21:50.52807,20090109134536665.hkitagawa
18594,36336,20090109134548684.hkitagawa.png,image/png,493,2013-02-15 18:21:51.7665,20090109134548684.hkitagawa
18595,36337,20090109134607707.hkitagawa.png,image/png,503,2013-02-15 18:21:53.03965,20090109134607707.hkitagawa
18596,36338,20090109134633726.hkitagawa.png,image/png,493,2013-02-15 18:21:54.063353,20090109134633726.hkitagawa
18597,36339,20090109134649748.hkitagawa.png,image/png,508,2013-02-15 18:21:55.072252,20090109134649748.hkitagawa
18598,36340,20090109134708768.hkitagawa.png,image/png,498,2013-02-15 18:21:56.134249,20090109134708768.hkitagawa
18599,36341,20090109134736790.hkitagawa.png,image/png,497,2013-02-15 18:21:57.528193,20090109134736790.hkitagawa
18605,36361,20090114170018915.hkitagawa.png,image/png,492,2013-02-15 18:21:58.556465,20090114170018915.hkitagawa
18606,36362,20090114170037934.hkitagawa.png,image/png,499,2013-02-15 18:22:00.076276,20090114170037934.hkitagawa
18607,36364,20090114170109957.hkitagawa.png,image/png,497,2013-02-15 18:22:01.214625,20090114170109957.hkitagawa
18609,36359,20090114165946999.hkitagawa.png,image/png,496,2013-02-15 18:22:02.478615,20090114165946999.hkitagawa
18610,36360,20090114170006018.hkitagawa.png,image/png,495,2013-02-15 18:22:03.499224,20090114170006018.hkitagawa
18611,36363,20090114170050040.hkitagawa.png,image/png,496,2013-02-15 18:22:04.490699,20090114170050040.hkitagawa
18697,36767,20090205120000616.hkitagawa.png,image/png,496,2013-02-15 18:22:05.512036,20090205120000616.hkitagawa
18892,37462,20090223093041855.hkitagawa.png,image/png,497,2013-02-15 18:22:06.767654,20090223093041855.hkitagawa
18926,37604,20090225092053137.hkitagawa.png,image/png,497,2013-02-15 18:22:07.834905,20090225092053137.hkitagawa
18927,37605,20090225092103162.hkitagawa.png,image/png,494,2013-02-15 18:22:08.966175,20090225092103162.hkitagawa
18928,37608,20090225095519187.hkitagawa.png,image/png,493,2013-02-15 18:22:10.007093,20090225095519187.hkitagawa
18989,37752,20090305120726404.admin.png,image/png,421,2013-02-15 18:19:42.44386,20090305120726404.admin
18991,37754,20090305121057454.admin.png,image/png,421,2013-02-15 18:19:43.477728,20090305121057454.admin
20075,44975,20090609091557627.sanjeewa.png,image/png,494,2013-02-15 18:22:11.65118,20090609091557627.sanjeewa
20076,44977,20090609091607660.sanjeewa.png,image/png,499,2013-02-15 18:22:12.635599,20090609091607660.sanjeewa
20077,44979,20090609091616694.sanjeewa.png,image/png,503,2013-02-15 18:22:13.686374,20090609091616694.sanjeewa
20078,44981,20090609091625727.sanjeewa.png,image/png,497,2013-02-15 18:22:14.828951,20090609091625727.sanjeewa
20079,44983,20090609091634761.sanjeewa.png,image/png,491,2013-02-15 18:22:15.959154,20090609091634761.sanjeewa
20101,45053,20090610090415668.sanjeewa.png,image/png,501,2013-02-15 18:22:17.142744,20090610090415668.sanjeewa
20102,45055,20090610090424702.sanjeewa.png,image/png,497,2013-02-15 18:22:18.161159,20090610090424702.sanjeewa
20103,45057,20090610090433735.sanjeewa.png,image/png,496,2013-02-15 18:22:19.313192,20090610090433735.sanjeewa
20104,45059,20090610090442768.sanjeewa.png,image/png,497,2013-02-15 18:22:21.859448,20090610090442768.sanjeewa
20105,45061,20090610090451802.sanjeewa.png,image/png,496,2013-02-15 18:22:23.659875,20090610090451802.sanjeewa
20119,45091,20090611091759302.sanjeewa.png,image/png,494,2013-02-15 18:22:24.800512,20090611091759302.sanjeewa
20121,45095,20090611091822369.sanjeewa.png,image/png,498,2013-02-15 18:22:25.83919,20090611091822369.sanjeewa
20122,45097,20090611091832403.sanjeewa.png,image/png,497,2013-02-15 18:22:26.960616,20090611091832403.sanjeewa
20123,45099,20090611091842535.sanjeewa.png,image/png,494,2013-02-15 18:22:28.089282,20090611091842535.sanjeewa
20124,45101,20090611091852569.sanjeewa.png,image/png,495,2013-02-15 18:22:29.118029,20090611091852569.sanjeewa
20125,45103,20090611091902602.sanjeewa.png,image/png,497,2013-02-15 18:22:30.200747,20090611091902602.sanjeewa
20126,45105,20090611091913635.sanjeewa.png,image/png,491,2013-02-15 18:22:31.323331,20090611091913635.sanjeewa
20127,45107,20090611091923669.sanjeewa.png,image/png,497,2013-02-15 18:22:32.425768,20090611091923669.sanjeewa
20128,45109,20090611091933702.sanjeewa.png,image/png,495,2013-02-15 18:22:33.456572,20090611091933702.sanjeewa
20129,45111,20090611091944735.sanjeewa.png,image/png,499,2013-02-15 18:22:34.540882,20090611091944735.sanjeewa
20130,45113,20090611091954769.sanjeewa.png,image/png,499,2013-02-15 18:22:35.742514,20090611091954769.sanjeewa
20131,45115,20090611092004844.sanjeewa.png,image/png,502,2013-02-15 18:22:37.431791,20090611092004844.sanjeewa
20132,45117,20090611092014877.sanjeewa.png,image/png,508,2013-02-15 18:22:38.626334,20090611092014877.sanjeewa
20172,45206,20090618092610428.sanjeewa.png,image/png,496,2013-02-15 18:22:39.626951,20090618092610428.sanjeewa
20188,45238,20090618092838070.sanjeewa.png,image/png,499,2013-02-15 18:22:40.741418,20090618092838070.sanjeewa
20192,45248,20090619091259203.sanjeewa.png,image/png,498,2013-02-15 18:22:41.958368,20090619091259203.sanjeewa
20193,45250,20090619091307236.sanjeewa.png,image/png,499,2013-02-15 18:22:42.989485,20090619091307236.sanjeewa
20194,45252,20090619091315270.sanjeewa.png,image/png,497,2013-02-15 18:22:44.203097,20090619091315270.sanjeewa
20195,45254,20090619091405303.sanjeewa.png,image/png,498,2013-02-15 18:22:45.18595,20090619091405303.sanjeewa
20196,45256,20090619091412337.sanjeewa.png,image/png,501,2013-02-15 18:22:46.446113,20090619091412337.sanjeewa
20197,45258,20090619091420370.sanjeewa.png,image/png,496,2013-02-15 18:22:47.437025,20090619091420370.sanjeewa
20198,45260,20090619091427403.sanjeewa.png,image/png,494,2013-02-15 18:22:48.485126,20090619091427403.sanjeewa
20199,45262,20090619091435437.sanjeewa.png,image/png,498,2013-02-15 18:22:49.491176,20090619091435437.sanjeewa
20200,45264,20090619091442470.sanjeewa.png,image/png,496,2013-02-15 18:22:50.644919,20090619091442470.sanjeewa
20201,45266,20090619091449503.sanjeewa.png,image/png,502,2013-02-15 18:22:51.79801,20090619091449503.sanjeewa
20218,45302,20090622093419179.sanjeewa.png,image/png,494,2013-02-15 18:22:52.801266,20090622093419179.sanjeewa
20219,45304,20090622093427212.sanjeewa.png,image/png,501,2013-02-15 18:22:53.791905,20090622093427212.sanjeewa
20220,45306,20090622093443245.sanjeewa.png,image/png,492,2013-02-15 18:22:54.955246,20090622093443245.sanjeewa
20221,45308,20090622093453279.sanjeewa.png,image/png,492,2013-02-15 18:22:55.975728,20090622093453279.sanjeewa
20237,45346,20090623091202812.sanjeewa.png,image/png,501,2013-02-15 18:22:57.254769,20090623091202812.sanjeewa
20238,45348,20090623091212846.sanjeewa.png,image/png,498,2013-02-15 18:22:58.487282,20090623091212846.sanjeewa
20240,45352,20090623091229912.sanjeewa.png,image/png,497,2013-02-15 18:22:59.510949,20090623091229912.sanjeewa
20241,45354,20090623091252945.sanjeewa.png,image/png,498,2013-02-15 18:23:00.770232,20090623091252945.sanjeewa
20243,45364,20090624090352012.sanjeewa.png,image/png,494,2013-02-15 18:23:01.802658,20090624090352012.sanjeewa
20244,45366,20090624090405046.sanjeewa.png,image/png,502,2013-02-15 18:23:02.905042,20090624090405046.sanjeewa
20245,45368,20090624090415079.sanjeewa.png,image/png,497,2013-02-15 18:23:03.895003,20090624090415079.sanjeewa
20347,45576,20090714090738956.sanjeewa.png,image/png,496,2013-02-15 18:23:05.017447,20090714090738956.sanjeewa
20348,45578,20090714090749989.sanjeewa.png,image/png,494,2013-02-15 18:23:05.974074,20090714090749989.sanjeewa
20349,45580,20090714090758022.sanjeewa.png,image/png,497,2013-02-15 18:23:06.983458,20090714090758022.sanjeewa
20350,45582,20090714090808056.sanjeewa.png,image/png,497,2013-02-15 18:23:08.014151,20090714090808056.sanjeewa
20351,45584,20090714090818089.sanjeewa.png,image/png,496,2013-02-15 18:23:09.142412,20090714090818089.sanjeewa
20352,45586,20090714090827122.sanjeewa.png,image/png,497,2013-02-15 18:23:10.363819,20090714090827122.sanjeewa
20354,45590,20090714090845189.sanjeewa.png,image/png,493,2013-02-15 18:23:11.58103,20090714090845189.sanjeewa
20355,45592,20090714090854222.sanjeewa.png,image/png,492,2013-02-15 18:23:12.720978,20090714090854222.sanjeewa
20356,45594,20090714090905256.sanjeewa.png,image/png,497,2013-02-15 18:23:13.838463,20090714090905256.sanjeewa
20358,45597,20090715093603322.sanjeewa.png,image/png,500,2013-02-15 18:23:14.843442,20090715093603322.sanjeewa
20359,45598,20090715093910356.sanjeewa.png,image/png,496,2013-02-15 18:23:15.867209,20090715093910356.sanjeewa
20360,45599,20090715093955390.sanjeewa.png,image/png,492,2013-02-15 18:23:17.128365,20090715093955390.sanjeewa
20361,45600,20090715094049423.sanjeewa.png,image/png,496,2013-02-15 18:23:18.251346,20090715094049423.sanjeewa
20362,45601,20090715094128457.sanjeewa.png,image/png,500,2013-02-15 18:23:19.229714,20090715094128457.sanjeewa
20363,45602,20090715094210490.sanjeewa.png,image/png,500,2013-02-15 18:23:21.565332,20090715094210490.sanjeewa
20710,47484,20090916091333063.sanjeewa.png,image/png,497,2013-02-15 18:23:22.527613,20090916091333063.sanjeewa
20711,47486,20090916091343096.sanjeewa.png,image/png,498,2013-02-15 18:23:23.66061,20090916091343096.sanjeewa
20712,47488,20090916091352235.sanjeewa.png,image/png,497,2013-02-15 18:23:24.665335,20090916091352235.sanjeewa
20713,47490,20090916091401270.sanjeewa.png,image/png,496,2013-02-15 18:23:27.928987,20090916091401270.sanjeewa
20749,47608,20090925091857705.sanjeewa.png,image/png,500,2013-02-15 18:23:29.341551,20090925091857705.sanjeewa
20788,47693,20091002091229381.sanjeewa.png,image/png,503,2013-02-15 18:23:30.511193,20091002091229381.sanjeewa
20789,47696,20091002091528414.sanjeewa.png,image/png,500,2013-02-15 18:23:31.644506,20091002091528414.sanjeewa
20790,47698,20091002091610447.sanjeewa.png,image/png,495,2013-02-15 18:23:32.621263,20091002091610447.sanjeewa
20793,47704,20091002091653547.sanjeewa.png,image/png,494,2013-02-15 18:23:33.727302,20091002091653547.sanjeewa
20798,47714,20091002091809714.sanjeewa.png,image/png,495,2013-02-15 18:23:34.96057,20091002091809714.sanjeewa
20799,47716,20091002091820748.sanjeewa.png,image/png,494,2013-02-15 18:23:36.094686,20091002091820748.sanjeewa
20802,47722,20091002091851848.sanjeewa.png,image/png,495,2013-02-15 18:23:37.129632,20091002091851848.sanjeewa
20803,47724,20091002091900881.sanjeewa.png,image/png,493,2013-02-15 18:23:38.130475,20091002091900881.sanjeewa
20804,47726,20091002091909914.sanjeewa.png,image/png,502,2013-02-15 18:23:39.339162,20091002091909914.sanjeewa
20805,47728,20091002091917948.sanjeewa.png,image/png,503,2013-02-15 18:23:40.645227,20091002091917948.sanjeewa
20806,47730,20091002091927089.sanjeewa.png,image/png,494,2013-02-15 18:23:41.831168,20091002091927089.sanjeewa
20807,47732,20091002091936123.sanjeewa.png,image/png,495,2013-02-15 18:23:42.940429,20091002091936123.sanjeewa
20811,47740,20091002092015256.sanjeewa.png,image/png,491,2013-02-15 18:23:43.948399,20091002092015256.sanjeewa
20919,49855,20100107093411294.hkitagawa.png,image/png,494,2013-02-15 18:23:45.109183,20100107093411294.hkitagawa
20989,50086,20100126093333095.hkitagawa.png,image/png,494,2013-02-15 18:23:46.187284,20100126093333095.hkitagawa
21093,50297,20100201095605947.hkitagawa.png,image/png,493,2013-02-15 18:23:47.264113,20100201095605947.hkitagawa
21094,50299,20100201095616980.hkitagawa.png,image/png,500,2013-02-15 18:23:48.459897,20100201095616980.hkitagawa
21095,50301,20100201095625013.hkitagawa.png,image/png,496,2013-02-15 18:23:49.687937,20100201095625013.hkitagawa
21096,50303,20100201095634046.hkitagawa.png,image/png,497,2013-02-15 18:23:50.833895,20100201095634046.hkitagawa
21097,50305,20100201095643096.hkitagawa.png,image/png,500,2013-02-15 18:23:51.969784,20100201095643096.hkitagawa
21098,50307,20100201095653130.hkitagawa.png,image/png,488,2013-02-15 18:23:52.982545,20100201095653130.hkitagawa
21099,50309,20100201095702163.hkitagawa.png,image/png,493,2013-02-15 18:23:54.189988,20100201095702163.hkitagawa
21100,50311,20100201095712196.hkitagawa.png,image/png,493,2013-02-15 18:23:55.220351,20100201095712196.hkitagawa
21101,50313,20100201095722255.hkitagawa.png,image/png,495,2013-02-15 18:23:56.33662,20100201095722255.hkitagawa
21102,50315,20100201095731288.hkitagawa.png,image/png,499,2013-02-15 18:23:57.379518,20100201095731288.hkitagawa
21103,50317,20100201095741321.hkitagawa.png,image/png,495,2013-02-15 18:23:58.65443,20100201095741321.hkitagawa
21104,50319,20100201095751355.hkitagawa.png,image/png,496,2013-02-15 18:23:59.943675,20100201095751355.hkitagawa
21105,50321,20100201095759388.hkitagawa.png,image/png,494,2013-02-15 18:24:00.993685,20100201095759388.hkitagawa
21106,50323,20100201095808422.hkitagawa.png,image/png,495,2013-02-15 18:24:02.056782,20100201095808422.hkitagawa
21107,50325,20100201095817455.hkitagawa.png,image/png,494,2013-02-15 18:24:03.371474,20100201095817455.hkitagawa
21108,50327,20100201095826488.hkitagawa.png,image/png,496,2013-02-15 18:24:04.357615,20100201095826488.hkitagawa
21109,50329,20100201095836522.hkitagawa.png,image/png,496,2013-02-15 18:24:05.346671,20100201095836522.hkitagawa
21110,50331,20100201095845555.hkitagawa.png,image/png,498,2013-02-15 18:24:06.403011,20100201095845555.hkitagawa
21112,50657,20100203093453698.hkitagawa.png,image/png,498,2013-02-15 18:24:07.614134,20100203093453698.hkitagawa
21113,50659,20100203093507731.hkitagawa.png,image/png,495,2013-02-15 18:24:08.730135,20100203093507731.hkitagawa
21114,50661,20100203093516764.hkitagawa.png,image/png,492,2013-02-15 18:24:09.693066,20100203093516764.hkitagawa
21115,50663,20100203093525798.hkitagawa.png,image/png,490,2013-02-15 18:24:10.915821,20100203093525798.hkitagawa
21116,50665,20100203093535954.hkitagawa.png,image/png,494,2013-02-15 18:24:12.068212,20100203093535954.hkitagawa
21117,50667,20100203093544989.hkitagawa.png,image/png,502,2013-02-15 18:24:13.314736,20100203093544989.hkitagawa
21118,50669,20100203093553022.hkitagawa.png,image/png,495,2013-02-15 18:24:14.373906,20100203093553022.hkitagawa
21119,50671,20100203093602055.hkitagawa.png,image/png,495,2013-02-15 18:24:15.751749,20100203093602055.hkitagawa
21120,50673,20100203093613089.hkitagawa.png,image/png,493,2013-02-15 18:24:16.957316,20100203093613089.hkitagawa
21121,50675,20100203093622122.hkitagawa.png,image/png,493,2013-02-15 18:24:18.235534,20100203093622122.hkitagawa
21123,50679,20100203093640189.hkitagawa.png,image/png,492,2013-02-15 18:24:19.319588,20100203093640189.hkitagawa
21125,50683,20100203093658255.hkitagawa.png,image/png,499,2013-02-15 18:24:20.455978,20100203093658255.hkitagawa
21126,50685,20100203093708289.hkitagawa.png,image/png,501,2013-02-15 18:24:21.648247,20100203093708289.hkitagawa
21127,50687,20100203093717322.hkitagawa.png,image/png,497,2013-02-15 18:24:22.867231,20100203093717322.hkitagawa
21128,50689,20100203093727356.hkitagawa.png,image/png,490,2013-02-15 18:24:23.945702,20100203093727356.hkitagawa
21129,50691,20100203093736389.hkitagawa.png,image/png,498,2013-02-15 18:24:24.921666,20100203093736389.hkitagawa
21130,50693,20100203093745422.hkitagawa.png,image/png,497,2013-02-15 18:24:26.12244,20100203093745422.hkitagawa
21131,50695,20100203093754456.hkitagawa.png,image/png,490,2013-02-15 18:24:27.464126,20100203093754456.hkitagawa
21132,50697,20100203093804489.hkitagawa.png,image/png,494,2013-02-15 18:24:28.914714,20100203093804489.hkitagawa
21133,50699,20100203093813539.hkitagawa.png,image/png,498,2013-02-15 18:24:30.032105,20100203093813539.hkitagawa
21134,50701,20100203093822579.hkitagawa.png,image/png,490,2013-02-15 18:24:31.706755,20100203093822579.hkitagawa
21135,50703,20100203093832614.hkitagawa.png,image/png,492,2013-02-15 18:24:32.999479,20100203093832614.hkitagawa
21136,50705,20100203093841647.hkitagawa.png,image/png,493,2013-02-15 18:24:34.147391,20100203093841647.hkitagawa
21137,50707,20100203093850681.hkitagawa.png,image/png,491,2013-02-15 18:24:35.134202,20100203093850681.hkitagawa
21138,50709,20100203093900714.hkitagawa.png,image/png,498,2013-02-15 18:24:36.481449,20100203093900714.hkitagawa
21139,50711,20100203093911747.hkitagawa.png,image/png,493,2013-02-15 18:24:37.597067,20100203093911747.hkitagawa
21140,50713,20100203093920781.hkitagawa.png,image/png,498,2013-02-15 18:24:38.580967,20100203093920781.hkitagawa
21141,50715,20100203093930814.hkitagawa.png,image/png,492,2013-02-15 18:24:39.559454,20100203093930814.hkitagawa
21142,50717,20100203093939847.hkitagawa.png,image/png,488,2013-02-15 18:24:40.658484,20100203093939847.hkitagawa
21143,50719,20100203093948881.hkitagawa.png,image/png,490,2013-02-15 18:24:41.795624,20100203093948881.hkitagawa
21144,50721,20100203093957914.hkitagawa.png,image/png,490,2013-02-15 18:24:42.967822,20100203093957914.hkitagawa
21145,50723,20100203094009947.hkitagawa.png,image/png,491,2013-02-15 18:24:44.145924,20100203094009947.hkitagawa
21146,50725,20100203094018981.hkitagawa.png,image/png,490,2013-02-15 18:24:45.157676,20100203094018981.hkitagawa
21147,50727,20100203094027129.hkitagawa.png,image/png,499,2013-02-15 18:24:46.549369,20100203094027129.hkitagawa
21148,50729,20100203094036164.hkitagawa.png,image/png,497,2013-02-15 18:24:48.327005,20100203094036164.hkitagawa
21149,50731,20100203094046198.hkitagawa.png,image/png,498,2013-02-15 18:24:49.862957,20100203094046198.hkitagawa
21150,50733,20100203094056231.hkitagawa.png,image/png,490,2013-02-15 18:24:50.993661,20100203094056231.hkitagawa
21151,50735,20100203094105264.hkitagawa.png,image/png,494,2013-02-15 18:24:52.502488,20100203094105264.hkitagawa
21152,50737,20100203094114298.hkitagawa.png,image/png,497,2013-02-15 18:24:53.790937,20100203094114298.hkitagawa
21153,50739,20100203094123331.hkitagawa.png,image/png,496,2013-02-15 18:24:54.780157,20100203094123331.hkitagawa
21154,50741,20100203094132364.hkitagawa.png,image/png,491,2013-02-15 18:24:55.878521,20100203094132364.hkitagawa
21155,50743,20100203094142398.hkitagawa.png,image/png,493,2013-02-15 18:24:57.117615,20100203094142398.hkitagawa
21156,50745,20100203094151431.hkitagawa.png,image/png,498,2013-02-15 18:24:58.25594,20100203094151431.hkitagawa
21157,50747,20100203094201464.hkitagawa.png,image/png,502,2013-02-15 18:24:59.400961,20100203094201464.hkitagawa
21158,50749,20100203094210498.hkitagawa.png,image/png,495,2013-02-15 18:25:00.471126,20100203094210498.hkitagawa
21159,50751,20100203094219531.hkitagawa.png,image/png,494,2013-02-15 18:25:01.783262,20100203094219531.hkitagawa
21160,50753,20100203094228565.hkitagawa.png,image/png,491,2013-02-15 18:25:03.050639,20100203094228565.hkitagawa
21161,50755,20100203094238598.hkitagawa.png,image/png,495,2013-02-15 18:25:04.059757,20100203094238598.hkitagawa
21162,50757,20100203094247715.hkitagawa.png,image/png,500,2013-02-15 18:25:06.001602,20100203094247715.hkitagawa
